objectid,id,cod_setor,st_areashape,st_lengthshape
1077,330455705100249,100249,4826.06974801,365.591902767031
1078,330455705100250,100250,3820.83574883,301.317185793774
1079,330455705100251,100251,5673.95960972,350.389978741458
1080,330455705100252,100252,7560.069772115,450.666693715187
1081,330455705100253,100253,5015.9159682,321.198508239512
1082,330455705100254,100254,17391.627925665,588.161601421645
1083,330455705100255,100255,27504.66224936,904.684900845924
1084,330455705100256,100256,2424.322511915,242.867923534586
1085,330455705100257,100257,8219.9734441,392.575232958759
1086,330455705100258,100258,4118.75979736,325.582774836774
1087,330455705100259,100259,3437.702341905,281.224740038043
1088,330455705100260,100260,4854.957262005,318.210408261085
1089,330455705100261,100261,1802.69969649,208.526204226652
1090,330455705100262,100262,13727.132454375,524.06237953553
1091,330455705100263,100263,6040.06371109,354.374202866696
1092,330455705100264,100264,7061.453205815,441.655631591294
1093,330455705100265,100265,5329.243069595,350.704393262851
1094,330455705100266,100266,5109.275468635,377.394464016707
1095,330455705100267,100267,4772.58984791,374.320125327794
1096,330455705100268,100268,8620.19058445,431.228203062204
1097,330455705100269,100269,4423.00612582,340.940193047513
1098,330455705100270,100270,3586.25935693,286.829569259229
1099,330455705100271,100271,6362.838637435,435.170900165915
1100,330455705100272,100272,4118.41176151,310.710148098487
1101,330455705100273,100273,5106.880564735,351.394399674033
1102,330455705100274,100274,8942.5056083,417.486496366096
1103,330455705100275,100275,9391.578427605,405.490532175637
1104,330455705100276,100276,4586.15165617,351.092940492285
1105,330455705100277,100277,5626.14393369,364.023368596528
1106,330455705100278,100278,5695.37482229,385.379558609844
1107,330455705100279,100279,6736.22655632,401.895446943938
1108,330455705100280,100280,4867.62820216,433.527931852886
1109,330455705100281,100281,5766.113376115,357.178606296626
1110,330455705100282,100282,6307.875629285,387.326611652757
1111,330455705100283,100283,6879.917524,395.27237012952
1112,330455705100284,100284,2789.23597847,266.738069412009
1113,330455705100285,100285,3438.587468075,271.421345699113
1114,330455705100286,100286,9841.42554424,432.292357902045
1115,330455705100287,100287,2235.33553557,276.613009357217
1116,330455705100288,100288,1063.160597765,134.723786248244
1117,330455705100289,100289,5431.753510525,449.305854784587
1118,330455705100290,100290,945.881506925,130.444540684741
1119,330455705100291,100291,4826.659467725,367.445963541096
1120,330455705100292,100292,12228.563035825,669.444630745763
1121,330455705100293,100293,4345.779391825,319.900158183779
1122,330455705100294,100294,6914.961926185,610.122421184889
1123,330455705100295,100295,3016.310590255,301.34959382481
1124,330455705100296,100296,5284.286622935,339.09415904186
1125,330455705100297,100297,11786.73565613,767.529261036059
1126,330455705100298,100298,1835.722045735,182.359271227531
1127,330455705100299,100299,11350.069124865,425.048163697688
1128,330455705100300,100300,6662.616644265,331.571899526467
1129,330455705100301,100301,5381.377256545,341.676811553057
1130,330455705100302,100302,2295.62699383,230.51129445302
1131,330455705100303,100303,2271.70874489,234.976878576942
1132,330455705100304,100304,2641.67175484,247.235753972432
1133,330455705100305,100305,3120.60780544,283.349253693601
1134,330455705100306,100306,5577.691764495,358.913408093911
1135,330455705100307,100307,21455.52912211,860.482560128328
1136,330455705100308,100308,13236.739024795,518.459367808125
1137,330455705100309,100309,27778.436630585,923.96079013697
1138,330455705100310,100310,30788.08870257,1825.96696610943
1139,330455705100311,100311,20390.698081315,1045.85240469376
1140,330455705100312,100312,1866.194577455,175.520350933401
1141,330455705100313,100313,1745.77001703,167.223604530091
1142,330455705100314,100314,16041.881591145,821.989890287657
1143,330455705100315,100315,2092.112875035,183.118004783844
1144,330455705100316,100316,3886.44583568,267.385694375346
1145,330455705100317,100317,5529.41384011,445.413238216219
1146,330455705100318,100318,3022.69146716,260.759759851218
1147,330455705100319,100319,2618.96228993,210.958384413627
1148,330455705100320,100320,2785.4834419,236.072125254596
1149,330455705100321,100321,20037.61272607,705.193474069175
1150,330455705100322,100322,1422.84721413,175.414622663962
1151,330455705100323,100323,4346.540909535,283.741816490133
1152,330455705100324,100324,4324.93694489,297.009313367544
1153,330455705100325,100325,3964.04610564,291.141029094387
1154,330455705100326,100326,4313.121057565,264.073007438244
1155,330455705100327,100327,4218.308348535,295.328291801896
1156,330455705100328,100328,6349.97622157,377.095886599845
1157,330455705100329,100329,7174.008784295,440.222021296116
1158,330455705100330,100330,7068.486458,417.106452840027
1159,330455705100331,100331,7100.67470222,421.82937317715
1160,330455705100332,100332,17173.25694117,595.571375650253
1161,330455705100333,100333,3454.954662705,367.46808627306
1162,330455705100334,100334,6571.834350395,384.92105219702
1163,330455705100335,100335,5406.00475974,295.980084373239
1164,330455705100336,100336,8967.73738197,523.920900548605
1165,330455705100337,100337,6465.4737198,336.717820990273
1166,330455705100338,100338,3124.308973165,294.957878036244
1167,330455705100339,100339,7791.79424884,436.223236525943
1168,330455705100340,100340,4035.976481015,312.50303620632
1169,330455705100341,100341,3582.789048475,283.124640015328
1170,330455705100342,100342,4898.41919388,317.630173031584
1171,330455705100343,100343,2166.744155845,227.272105925048
1172,330455705100344,100344,13973.106895055,537.103778894134
1173,330455705100345,100345,3216.45051036,280.537630540837
1174,330455705100346,100346,7973.39834373,395.485951101729
1175,330455705100347,100347,5025.03297412,354.952795654656
1176,330455705100348,100348,6632.760221045,392.658103334467
1177,330455705100349,100349,4946.644944665,350.480401526284
1178,330455705100350,100350,4791.19012693,304.495054170346
1179,330455705100351,100351,6257.26349131,387.561361929899
1180,330455705100352,100352,6507.72904366,387.759130971426
1181,330455705100353,100353,6671.348178055,373.777595772098
1182,330455705100354,100354,13198.492126885,531.641889327883
1183,330455705100355,100355,5189.616204535,377.447125939646
1184,330455705100356,100356,10758.82667297,599.389470965684
1185,330455705100357,100357,5722.56103488,349.924709126696
1186,330455705100358,100358,4758.68546774,351.349749722843
1187,330455705100359,100359,1839.34527815,172.690238439578
1188,330455705100360,100360,2211.189522755,243.592417952605
1189,330455705100361,100361,9034.587620055,417.714953979258
1190,330455705100362,100362,15884.02633693,532.680673739293
1191,330455705100363,100363,6133.762092355,356.346151758851
1192,330455705100364,100364,4671.854064645,357.543619993681
1193,330455705100365,100365,5680.358383935,356.636132710985
1194,330455705100366,100366,5214.748775715,354.743969807677
1195,330455705100367,100367,17195.181674925,546.468353743863
1196,330455705100368,100368,7415.39232918,519.1875075719
1197,330455705100369,100369,1629.69212463,161.601649119886
1198,330455705100370,100370,11052.98553814,704.502573106741
1199,330455705100371,100371,6426.69599288,378.682391263442
1200,330455705100372,100372,5904.57148699,379.704448933662
1201,330455705100373,100373,100783.60373386,1967.5091844124
1202,330455705100374,100374,4360.0558412,298.42963300166
1203,330455705100375,100375,2691.04834661,254.569377595768
1204,330455705100376,100376,4651.80164489,328.126585718191
1205,330455705100377,100377,4449.959479965,324.212717562549
1206,330455705100378,100378,10833.65390637,511.284372338799
1207,330455705100379,100379,18638.63069007,804.511571648487
1208,330455705100380,100380,4889.161843145,351.786940435957
1209,330455705100381,100381,3702.65291584,323.22735370799
1210,330455705100382,100382,4547.44381184,543.821038561185
1211,330455705100383,100383,3634.23153704,281.896285911167
1212,330455705100384,100384,2163.969614175,202.009615484999
1213,330455705100385,100385,7543.371768995,433.172552972606
1214,330455705100386,100386,2316.934905535,239.429787905912
1215,330455705100387,100387,59316.687560015,1460.38884208606
1216,330455705100388,100388,12220.73672453,619.618438491589
1217,330455705100389,100389,9682.2594088,638.339921917684
1218,330455705100390,100390,9107.93861081,554.240727098974
1219,330455705100391,100391,14650.940000875,1110.77588364569
1220,330455705100392,100392,5495.50247408,407.232238131238
1221,330455705100393,100393,5108.210140065,381.46293268682
1222,330455705100394,100394,7769.714261255,362.003556398799
1223,330455705100395,100395,6958.38269662,341.108824262481
1224,330455705100396,100396,6868.347229645,340.42596929904
1225,330455705100397,100397,3215.85195429,263.330446408826
1226,330455705100398,100398,5562.64076298,304.131356734584
1227,330455705100399,100399,4792.18814433,371.240486230673
1228,330455705100400,100400,11996.12234609,501.935653709391
1229,330455705100401,100401,4384.06833352,345.508840307707
1230,330455705100402,100402,5623.322286275,536.727785684995
1231,330455705100403,100403,7257.63444495,545.117568501183
1232,330455705100404,100404,5413.64751247,316.751743123271
1233,330455705100405,100405,4609.82857382,289.569201912124
1234,330455705100406,100406,14632.852395575,714.813570078004
1235,330455705100407,100407,11176.975409485,532.886755171761
1236,330455705100408,100408,39970.59381523,1296.9787939979
1237,330455705100409,100409,8024.11819881,402.119341932988
1238,330455705100410,100410,3256.002207865,246.484321072718
1239,330455705100411,100411,4437.04767762,309.466975731497
1240,330455705100412,100412,2200.847365565,240.872353196873
1241,330455705100413,100413,12357.918736115,525.34355482814
1242,330455705100414,100414,5992.44922397,393.201490645061
1243,330455705100415,100415,69803.218324865,1309.7907447023
1244,330455705100416,100416,9451.70401365,595.93922090978
1245,330455705100417,100417,3293.38236514,270.063064332369
1246,330455705100418,100418,10833.3601254,640.455026911748
1247,330455705100419,100419,25320.35649799,1460.11248128824
1248,330455705100420,100420,7617.04878082,553.788378737262
1249,330455705100421,100421,21314.202975115,659.235184255522
1250,330455705100422,100422,449606.348049895,7456.03547959361
1251,330455705100423,100423,88172.37926319,2183.23917999988
1252,330455705100424,100424,223967.65360796,2981.49987071084
1253,330455705100425,100425,443440.23219455,3535.29956740511
1254,330455705100426,100426,58878.39783732,1632.02349089327
1255,330455705100427,100427,82425.56200069,1625.15838381713
1256,330455705110001,110001,57979.09812746,2403.80866154595
1257,330455705110002,110002,84395.07766547,2086.83653095411
1258,330455705110003,110003,16727.334547675,779.638678493841
1259,330455705110004,110004,9991.476210725,562.221540400886
1260,330455705110005,110005,7644.18339752,399.49567055265
1261,330455705110006,110006,8780.771876425,459.364057520707
1262,330455705110007,110007,10239.49421963,589.504071342773
1263,330455705110008,110008,10267.792520495,651.666898659704
1264,330455705110009,110009,10565.84756017,545.552060568383
1265,330455705110010,110010,14894.62836051,820.790268369154
1266,330455705110011,110011,5039.085988355,356.559545274525
1267,330455705110012,110012,13379.723363045,537.281630080241
1268,330455705110013,110013,5968.280656575,364.858219902983
1269,330455705110014,110014,10503.05523772,568.57371030544
1270,330455705110015,110015,8955.30064063,511.569549549041
1271,330455705110016,110016,3373.806154865,359.148259142974
1272,330455705110017,110017,3755.96265061,359.870988098181
1273,330455705110018,110018,3471.07735917,263.391620448288
1274,330455705110019,110019,12048.60741469,584.435768700116
1275,330455705110020,110020,4279.546428495,355.383829295536
1276,330455705110021,110021,2386.845224835,277.641913911482
1277,330455705110022,110022,10780.069067515,515.017271329216
1278,330455705110023,110023,10372.78121345,508.303183208673
1279,330455705110024,110024,17693.7132015,600.974043325002
1280,330455705110025,110025,5824.58342692,349.497003761479
1281,330455705110026,110026,6524.594661135,487.416168789538
1282,330455705110027,110027,23271.172354695,805.11622474569
1283,330455705110028,110028,7433.681977415,415.456278514175
1284,330455705110029,110029,9698.2534834,568.750521923801
1285,330455705110030,110030,11440.28875968,581.317798723266
1286,330455705110031,110031,46270.760497465,945.004811334902
1287,330455705110032,110032,7062.2460739,412.677894416772
1288,330455705110033,110033,58937.965226215,1486.08165828998
1289,330455705110034,110034,90427.81460962,1408.50040347259
1290,330455705110035,110035,43779.96444315,996.175271919589
1291,330455705110036,110036,14672.08384709,511.984627117669
1292,330455705110037,110037,16490.06239515,746.61129634331
1293,330455705110038,110038,15485.98490974,752.283115920543
1294,330455705110039,110039,48876.044224745,1034.83709392098
1295,330455705110040,110040,33254.72310581,856.641726612564
1296,330455705110041,110041,13103.924844,472.969535434726
1297,330455705110042,110042,16800.442075315,727.128442406718
1298,330455705110043,110043,9228.71984158,488.581641207546
1299,330455705110044,110044,13108.035952035,586.861821806801
1300,330455705110045,110045,13138.958425835,586.888554818584
1301,330455705110046,110046,16976.749100635,644.64211486543
1302,330455705110047,110047,8393.146526145,477.353534104454
1303,330455705110048,110048,6446.912208025,498.617056306094
1304,330455705110049,110049,9868.153260185,449.077388071629
1305,330455705110050,110050,4801.51409386,341.704936946174
1306,330455705110051,110051,9439.09766331,521.550628068299
1307,330455705110052,110052,25411.47818445,841.927227484291
1308,330455705110053,110053,317480.20603861,4597.22966077181
1309,330455705110054,110054,62206.92066144,1609.79361083879
1310,330455705110055,110055,17236.28305395,528.905127239963
1311,330455705110056,110056,18144.384364775,647.650962634941
1312,330455705110057,110057,7246.111684055,392.456271137027
1313,330455705110058,110058,14858.64818108,588.391934853967
1314,330455705110059,110059,11225.704718355,589.001935160035
1315,330455705110060,110060,10259.83266961,494.284793813049
1316,330455705110061,110061,15897.63621945,732.85341799361
1317,330455705110062,110062,4182.291843645,279.767574797333
1318,330455705110063,110063,4718.72047225,304.556545209605
1319,330455705110064,110064,16873.72763881,718.337389541504
1320,330455705110065,110065,15341.876348355,589.171680406468
1321,330455705110066,110066,31260.23840808,765.961327192389
1322,330455705110067,110067,34896.80124495,903.206958108871
1323,330455705110068,110068,9425.23525897,491.044657993951
1324,330455705110069,110069,13236.253059875,586.0127995503
1325,330455705110070,110070,13035.70364155,586.350792712091
1326,330455705110071,110071,8979.710822425,392.982242252178
1327,330455705110072,110072,4180.77812609,332.142072846895
1328,330455705110073,110073,12864.694376855,584.530160694735
1329,330455705110074,110074,25756.029516175,667.902608531355
1330,330455705110075,110075,12768.10107154,551.21016227126
1331,330455705110076,110076,12604.057908905,550.974678095316
1332,330455705110077,110077,16427.0176246,1092.73181199423
1333,330455705110078,110078,12742.839415485,552.087492721923
1334,330455705110079,110079,26153.971578945,675.657819228032
1335,330455705110080,110080,12550.1733194,552.016643126475
1336,330455705110081,110081,39083.176172405,826.778934348297
1337,330455705110082,110082,12990.054884655,586.768196010586
1338,330455705110083,110083,10180.348843005,494.996636213256
1339,330455705110084,110084,34328.37933941,901.400534734613
1340,330455705110085,110085,36883.87103719,848.356708127211
1341,330455705110086,110086,9899.13304682,510.987089100994
1342,330455705110087,110087,17021.676845205,726.424236843607
1343,330455705110088,110088,9117.8621177,488.231676481505
1344,330455705110089,110089,13061.39771077,585.721049892353
1345,330455705110090,110090,12791.71250611,584.31775083307
1346,330455705110091,110091,26347.980988235,991.061040656162
1347,330455705110092,110092,12729.67956523,554.868202054833
1348,330455705110093,110093,26886.373244675,1085.9653158145
1349,330455705110094,110094,35940.43676121,756.835758923428
1350,330455705110095,110095,38279.3234804,783.991376556024
1351,330455705110096,110096,28075.064362055,713.892011208915
1352,330455705110097,110097,15811.300630245,534.528965793054
1353,330455705110098,110098,59974.51618556,1352.92782927334
1354,330455705110099,110099,14963.73190918,533.452197976668
1355,330455705110100,110100,26088.313068435,701.602998868108
1356,330455705110101,110101,21041.870178475,686.83029988928
1357,330455705110102,110102,25917.79269807,693.373577205329
1358,330455705110103,110103,34817.429065325,850.445257398721
1359,330455705110104,110104,14432.214423255,545.178307149152
1360,330455705110105,110105,4481.72223643,263.977324603864
1361,330455705110106,110106,79543.387476635,1727.8939410301
1362,330455705110107,110107,22544.301422325,698.519764555416
1363,330455705110108,110108,10359.279886015,510.789651907518
1364,330455705110109,110109,66003.20380491,1300.59496243833
1365,330455705110110,110110,25062.96219299,790.610639966898
1366,330455705110111,110111,23309.473540565,1427.54386239287
1367,330455705110112,110112,20174.44742964,629.429567302316
1368,330455705110113,110113,4846.445376695,532.814476888715
1369,330455705110114,110114,16258.468308815,618.811584987029
1370,330455705110115,110115,12775.6810925,513.094570409875
1371,330455705110116,110116,17665.28344373,726.486523341077
1372,330455705110117,110117,20467.305688785,645.536490657223
1373,330455705110118,110118,9162.1551164,382.765836688192
1374,330455705110119,110119,113902.33864213,2420.1213400713
1375,330455705110120,110120,12920.340380945,553.457716930553
1376,330455705110121,110121,12065.738457645,548.835165691758
1377,330455705110122,110122,9562.823123395,537.709362309785
1378,330455705110123,110123,13670.570601285,641.683872420412
1379,330455705110124,110124,8545.376144685,481.885196827702
1380,330455705110125,110125,17814.010537475,721.934179406664
1381,330455705110126,110126,10393.61959514,582.223991299005
1382,330455705110127,110127,40935.904082185,867.810577805007
1383,330455705110128,110128,71144.38757816,1068.10136968967
1384,330455705110129,110129,33649.38512855,782.295669732346
1385,330455705110130,110130,25025.88876259,655.865123658692
1386,330455705110131,110131,7903.792955445,419.931183838502
1387,330455705110132,110132,9506.316711285,437.827629845984
1388,330455705110133,110133,8794.746048525,477.25192897853
1389,330455705110134,110134,12358.269802675,579.800861280607
1390,330455705110135,110135,12824.45457161,585.486938216213
1391,330455705110136,110136,13244.05256803,559.218786223758
1392,330455705110137,110137,6160.13616303,488.269492722467
1393,330455705110138,110138,21031.811631595,658.471737389651
1394,330455705110139,110139,50389.779847545,1049.54416440864
1395,330455705110140,110140,31436.09314539,783.091481651079
1396,330455705110141,110141,16152.511863635,522.93870558994
1397,330455705110142,110142,12862.04589894,483.126832467984
1398,330455705110143,110143,4455.64290185,341.76799854921
1399,330455705110144,110144,34415.33093751,1048.78868959342
1400,330455705110145,110145,2720.06417796,238.333987042036
1401,330455705110146,110146,13672.32532027,717.387946376157
1402,330455705110147,110147,2249.72407253,197.375466321848
1403,330455705110148,110148,3771.941416735,281.791885939378
1404,330455705110149,110149,18908.67683983,606.300221735702
1405,330455705110150,110150,25042.209399555,751.974404500322
1406,330455705110151,110151,30816.552175135,787.153314446153
1407,330455705110152,110152,13018.957962935,459.05495437757
1408,330455705110153,110153,16637.449522295,677.660317550926
1409,330455705110154,110154,9600.84954057,456.409358917265
1410,330455705110155,110155,149648.13875299,2750.74402322935
1411,330455705110156,110156,10632.774891745,645.980581057307
1412,330455705110157,110157,8245.993861625,416.941186418379
1413,330455705110158,110158,19368.93125686,754.004341418955
1414,330455705110159,110159,4955.486284935,312.306695864685
1415,330455705110160,110160,30471.494998695,776.748464080918
1416,330455705110161,110161,13585.427832295,466.033172250447
1417,330455705110162,110162,16236.30935149,717.252615461182
1418,330455705110163,110163,8538.470512345,488.827074185573
1419,330455705110164,110164,8949.88604343,521.458692673183
1420,330455705110165,110165,9952.5887047,525.577446224973
1421,330455705110166,110166,11642.63568213,556.452075580559
1422,330455705110167,110167,4867.00208302,364.510870294207
1423,330455705110168,110168,25515.3785366,2029.58169322574
1424,330455705110169,110169,20417.46351329,708.71441951596
1425,330455705110170,110170,20692.69017513,711.53146845833
1426,330455705110171,110171,9633.79789058,402.132649650697
1427,330455705110172,110172,9464.462171735,547.626300538997
1428,330455705110173,110173,9423.25316124,538.584380484809
1429,330455705110174,110174,21421.503495075,721.541922664451
1430,330455705110175,110175,22945.4389264,726.153053915716
1431,330455705110176,110176,10318.72323635,411.329007590911
1432,330455705110177,110177,19400.952438185,561.407557992707
1433,330455705110178,110178,10302.21393165,546.41045098004
1434,330455705110179,110179,8810.43466346,541.626262698998
1435,330455705110180,110180,65295.800270815,1348.80473369225
1436,330455705110181,110181,9750.889730765,544.821384989694
1437,330455705110182,110182,10268.957863965,553.293123614435
1438,330455705110183,110183,20821.211282925,640.212731735781
1439,330455705110184,110184,12100.471280385,600.07501642743
1440,330455705110185,110185,6370.74828792,478.990218153253
1441,330455705110186,110186,24177.82173307,756.054552096869
1442,330455705110187,110187,54457.997636805,1188.94113801599
1443,330455705110188,110188,13166.223506445,507.23057125165
1444,330455705110189,110189,144298.683522375,3235.16092991795
1445,330455705110190,110190,10999.117490105,431.870679581579
1446,330455705110191,110191,8637.66936485,380.743642010223
1447,330455705110192,110192,17688.118148075,542.464938836423
1448,330455705110193,110193,5353.117510225,320.505869812024
1449,330455705110194,110194,15433.560701555,536.984657034798
1450,330455705110195,110195,15604.79084982,486.696147178984
1451,330455705110196,110196,10855.86819453,419.805948190093
1452,330455705110197,110197,8833.55355955,512.7787773043
1453,330455705110198,110198,8141.90419265,448.489893234108
1454,330455705110199,110199,10889.97226083,585.483576252365
1455,330455705110200,110200,9253.69671872,534.44205848586
1456,330455705110201,110201,15369.037305365,572.740710748134
1457,330455705110202,110202,14631.620009485,559.765073466146
1458,330455705110203,110203,8199.63840954,366.09209064652
1459,330455705110204,110204,19269.630302465,593.154866133934
1460,330455705110205,110205,12147.30982674,442.577619270581
1461,330455705110206,110206,25269.74206873,744.64371042633
1462,330455705110207,110207,20565.42131189,690.399996041585
1463,330455705110208,110208,24824.613760295,738.550971203533
1464,330455705110209,110209,9875.030571515,404.783640551403
1465,330455705110210,110210,30334.98645248,929.334950598323
1466,330455705110211,110211,9608.25515601,399.916191420135
1467,330455705110212,110212,19050.81430878,677.461402853048
1468,330455705110213,110213,28798.17882944,904.297981814012
1469,330455705110214,110214,12442.27416329,475.552460883657
1470,330455705110215,110215,21702.53459962,632.239680041562
1471,330455705110216,110216,149636.268797945,2422.58284068026
1472,330455705110217,110217,5418.758487315,349.704939731796
1473,330455705110218,110218,10703.0027597,465.90222397539
1474,330455705110219,110219,17286.867470225,528.691240325768
1475,330455705110220,110220,26607.56246196,818.126816771277
1476,330455705110221,110221,23282.71612569,615.982528016522
1477,330455705110222,110222,22922.306425005,756.440530955328
1478,330455705110223,110223,11073.356204975,530.264145329045
1479,330455705110224,110224,22396.12813649,1142.30907083328
1480,330455705110225,110225,28688.88240581,810.248149046892
1481,330455705110226,110226,22184.02264122,1246.68544803463
1482,330455705110227,110227,50927.113411735,1112.21137182975
1483,330455705110228,110228,8202.170000945,381.928441105601
1484,330455705110229,110229,9404.448495035,635.645291551767
1485,330455705110230,110230,16586.48751073,932.403677167983
1486,330455705110231,110231,11692.14491943,660.928801649905
1487,330455705110232,110232,17952.250459185,671.232270410167
1488,330455705110233,110233,109006.71403415,2330.42272847046
1489,330455705110234,110234,21150.74257684,578.962239240457
1490,330455705110235,110235,64303.859375815,1066.40844010402
1491,330455705110236,110236,821621.37954546,4681.19043944728
1492,330455705110237,110237,71862.356005195,3056.17586655277
1493,330455705110238,110238,27605.97277119,722.124221321951
1494,330455705110239,110239,18707.68340212,659.177895714898
1495,330455705110240,110240,21921.726737145,651.704723512565
1496,330455705110241,110241,16451.48476366,730.676513063208
1497,330455705110242,110242,93010.530580595,1689.20765652202
1498,330455705110243,110243,61432.36822576,1426.99469936848
1499,330455705110244,110244,33379.51909473,819.239296747716
1500,330455705110245,110245,4473.750764655,283.630003850929
1501,330455705110246,110246,19849.40372435,571.701630910883
1502,330455705110247,110247,22656.06385021,864.160490418191
1503,330455705110248,110248,16692.75485186,742.425203302836
1504,330455705110249,110249,2690.423810995,208.833670426397
1505,330455705110250,110250,51176.21950847,1127.71775493519
1506,330455705110251,110251,90519.58924781,1312.66850231812
1507,330455705110252,110252,50912.875865505,1900.19570841659
1508,330455705110253,110253,53154.927355305,1052.52198337369
1509,330455705110254,110254,44727.55227114,1024.70272918762
1510,330455705110255,110255,126677.265250525,2157.97301137462
1511,330455705110256,110256,37712.019933195,1096.51705813735
1512,330455705110257,110257,78564.66749435,1178.81107279471
1513,330455705110258,110258,38837.151357695,942.22894700317
1514,330455705110259,110259,66806.72138933,1763.01303348095
1515,330455705110260,110260,28990.46666982,807.981849867778
1516,330455705110261,110261,18349.90812225,755.885824587245
1517,330455705110262,110262,82872.29090219,1886.54894215096
1518,330455705110263,110263,35903.12673827,903.142383264204
1519,330455705110264,110264,3280.16974468,263.835333194657
1520,330455705110265,110265,18937.503960815,708.268843615394
1521,330455705110266,110266,17520.507717695,881.959083330563
1522,330455705110267,110267,266038.598795405,3743.88056527412
1523,330455705110268,110268,6925.60738409,704.358499485593
1524,330455705110269,110269,16023.8291004,579.217084482092
1525,330455705110270,110270,7336.771563585,398.754663080759
1526,330455705110271,110271,5590.14358883,338.561709732192
1527,330455705110272,110272,9895.175138765,440.483840310224
1528,330455705110273,110273,9165.073860195,430.352019191334
1529,330455705110274,110274,21365.357356365,721.815620207311
1530,330455705110275,110275,17264.976417405,779.185049606944
1531,330455705110276,110276,14076.15702607,563.679863919127
1532,330455705110277,110277,33910.568666825,740.130358552607
1533,330455705110278,110278,9710.255412815,505.296659803067
1534,330455705110279,110279,26708.28587707,863.400001936295
1535,330455705110280,110280,15051.33878698,511.206287507898
1536,330455705110281,110281,395169.32390316,3329.33492557496
1537,330455705110282,110282,129652.876174205,2456.05982953302
1538,330455705110283,110283,296127.225212005,5819.13883781929
1539,330455705110284,110284,8331.095559065,540.148497789905
1540,330455705110285,110285,275085.740631285,2868.48055670467
1541,330455705110286,110286,55361.501698065,1356.85734760258
1542,330455705110287,110287,246079.259011975,6704.16374968185
1543,330455705110288,110288,20918.122942945,788.58643984468
1544,330455705110289,110289,157747.31322065,3608.0533367945
1545,330455705110290,110290,22978.399707685,726.903842799071
1546,330455705110291,110291,11200.67103478,756.791594113199
1547,330455705110292,110292,18099.14433293,800.692871022931
1548,330455705110293,110293,8663.061122565,402.260030596207
1549,330455705110294,110294,22863.0918221,1000.55267203044
1550,330455705110295,110295,15028.842585675,615.329805210306
1551,330455705110296,110296,20160.082343865,686.727548213117
1552,330455705110297,110297,27468.497226195,1020.43725924216
1553,330455705110298,110298,24079.757018585,846.318048767953
1554,330455705110299,110299,38296.81145295,1255.64914319279
1555,330455705110300,110300,31053.47941098,764.816403232022
1556,330455705110301,110301,25580.778432375,755.960077982218
1557,330455705110302,110302,118886.082056735,2758.54245747154
1558,330455705110303,110303,43315.168540115,1010.7173064568
1559,330455705110304,110304,81415.27748173,2104.18247414349
1560,330455705110305,110305,422791.03850844,2824.91362927827
1561,330455705110306,110306,26213.02333288,770.146812404129
1562,330455705110307,110307,11308.94674634,464.409683228196
1563,330455705110308,110308,94124.56981284,1328.32190263782
1564,330455705110309,110309,749665.713622775,9285.45372188674
1565,330455705110310,110310,267912.85279311,2664.9572204863
1566,330455705110311,110311,4925.26081229,372.380374866016
1567,330455705110312,110312,170344.541384845,2849.1952474109
1568,330455705110313,110313,493229.218275175,3682.94574743782
1569,330455705110314,110314,9994.048730455,482.779822770624
1570,330455705110315,110315,1223483.44914668,14676.1141326873
1571,330455705110316,110316,46401.27150984,2300.15486141139
1572,330455705110317,110317,9813.019090885,548.558030785646
1573,330455705110318,110318,9282.181768065,540.979134311228
1574,330455705110319,110319,50922.108924895,1620.576742885
1575,330455705110320,110320,16308.574394905,704.349346448834
1576,330455705110321,110321,446771.07311403,12643.2672380904
1577,330455705110322,110322,37942.762630355,915.727373515592
1578,330455705110323,110323,19697.258020305,617.132922879255
1579,330455705110324,110324,9375.74668921,731.626724453901
1580,330455705110325,110325,23902.84119935,761.417726694085
1581,330455705110326,110326,24413.877250225,1660.34950690766
1582,330455705110327,110327,27812.232869535,898.697021739862
1583,330455705110328,110328,25113.408299745,1120.3997964774
1584,330455705110329,110329,5485.431978445,506.766494599075
1585,330455705110330,110330,8573.36938481,568.366172252937
1586,330455705110331,110331,23072.6546804,1294.96558074109
1587,330455705110332,110332,14641.186860995,556.362789652309
1588,330455705110333,110333,2768.819150455,285.018343611796
1589,330455705110334,110334,6825.713846995,547.139158541784
1590,330455705110335,110335,1351.11972871,197.308122843435
1591,330455705110336,110336,41483.58744088,1239.8762772961
1592,330455705110337,110337,10466.780236105,524.587087602912
1593,330455705110338,110338,19097.433443685,566.591220497724
1594,330455705110339,110339,9310.270424505,510.839898423212
1595,330455705110340,110340,51826.94108829,894.28580623069
1596,330455705110341,110341,214401.09377472,3062.31521982545
1597,330455705110342,110342,80330.950024325,1200.63833516586
1598,330455705110343,110343,64719.053846495,3539.24774694385
1599,330455705110344,110344,1733.920640195,206.079702000176
1600,330455705110345,110345,3395.43197887,258.984097963817
1601,330455705110346,110346,4336.35663612,361.353495193588
1602,330455705110347,110347,7999.768390865,389.079733582588
1603,330455705110348,110348,70720.35758734,1578.90518411233
1604,330455705110349,110349,98094.89232108,1396.47870099954
1605,330455705110350,110350,610486.199468035,4659.90378659605
1606,330455705110351,110351,153051.31984136,2384.36573176112
1607,330455705110352,110352,174414.61452199,3610.68234206735
1608,330455705110353,110353,2131562.26625768,7762.47064696291
1609,330455705110354,110354,529973.413737315,6039.16220939246
